,,,"PostMile","Post",,"Back",,,"Ahead",,,
1,101,"HUM"," ",81.14,"EUREKA NORTH CITY LIMITS                                                                                      ","      ","       ","       ","      ","       ","       ",
1,101,"HUM"," ",82.67,"INDIANOLA ROAD                                                                                                ",3750,37500,35500,3750,37500,35500,
1,101,"HUM"," ",83.92,"ARCATA, BAYSIDE ROAD                                                                                          ",3750,37500,35500,3850,39000,37000,
1,101,"HUM"," ",84.67,"BEGIN FREEWAY                                                                                                 ",,,,,,,
1,101,"HUM"," ",85.03,"ARCATA, G STREET EXTENSION                                                                                    ",3850,39000,37000,3850,39000,37000,
1,101,"HUM"," ",85.83,"ARCATA, JCT. RTE. 255 SOUTH                                                                                   ",3850,39000,37000,3650,38000,35000,
1,101,"HUM"," ",86.5,"ARCATA, 14TH STREET                                                                                           ",3650,38000,35000,3200,33500,31000,
1,101,"HUM"," ",86.94,"ARCATA, SUNSET AVENUE                                                                                         ",3200,33500,31000,3850,40000,37000,
1,101,"HUM"," ",88.27,"ARCATA, JCT. RTE. 299 EAST                                                                                    ",3850,40000,37000,3000,32500,29000,
1,101,"HUM"," ",88.8,"ARCATA, GUINTOLI LANE                                                                                         ",3000,32500,29000,3400,35000,31000,
1,101,"HUM","R",90.13,"JCT. RTE. 200 EAST                                                                                            ",3400,35000,31000,1950,21000,17500,
1,101,"HUM","R",91.47,"MC KINLEYVILLE SCHOOL ROAD                                                                                    ",1950,21000,17500,1600,17600,14700,
1,101,"HUM","R",93,"MC KINLEYVILLE, MURRAY ROAD                                                                                   ",1600,17600,14700,1350,14600,12200,
1,101,"HUM","R",93.85,"MC KINLEYVILLE, AIRPORT ROAD                                                                                  ",1350,14600,12200,1200,13300,10900,
1,101,"HUM","R",95.62,"NORTH CENTRAL AVENUE                                                                                          ",1200,13300,10900,1250,14000,11200,
1,101,"HUM","R",97.02,"CRANNEL ROAD                                                                                                  ",1250,14000,11200,1200,13800,11000,
1,101,"HUM","R",97.75,"MILEPOST EQUATION   =97.48                                                                                    ",,,,,,,
1,101,"HUM"," ",98.07,"WESTHAVEN DRIVE                                                                                               ",1200,13800,11000,1050,12400,8800,
1,101,"HUM"," ",98.36,"SIXTH STREET                                                                                                  ",1050,12400,8800,1100,12600,8900,
1,101,"HUM"," ",100.71,"TRINIDAD ROAD                                                                                                 ",1100,12600,8900,720,7500,5300,
1,101,"HUM","R",102.9,"SOUTHBOUND ACCESS   TO TRINIDAD SAFETY  ROADSIDE REST AREA                                            ","      ","       ","       ","      ","       ","       ",
1,101,"HUM","R",103.38,"SEAWOOD DRIVE                                                                                                 ",720,7500,5300,690,7300,5100,
1,101,"HUM","R",105.14,"NORTHBOUND ACCESS   TO TRINIDAD SAFETY ROADSIDE REST AREA                                            ","      ","       ","       ","      ","       ","       ",
1,101,"HUM","R",106.07,"PATRICKS POINT                                                                                                ",690,7300,5100,610,7000,4800,
1,101,"HUM","R",106.29,"END FREEWAY                  =106.63                                                                          ",,,,,,,
1,101,"HUM"," ",108.25,"BIG LAGOON PARK ROAD                                                                                          ",610,7000,4800,630,6500,4500,
1,101,"HUM"," ",109.55,"GEORGIA-PACIFIC ROAD                                                                                          ",630,6500,4500,590,6100,4200,
1,101,"HUM","T",114.27,"MILEPOST EQUATION =114.45                                                                              ",,,,,,,
1,101,"HUM"," ",118.92,"LOOKOUT POINT                                                                                                 ","      ","       ","       ","      ","       ","       ",
1,101,"HUM"," ",120.4,"SOUTH LIMITS ORICK                                                                                            ",680,7000,4800,640,6500,4500,
1,101,"HUM"," ",121.61,"NORTH LIMITS ORICK                                                                                            ",640,6500,4500,560,5800,4000,
1,101,"HUM"," ",122.25,"BALD HILLS ROAD                                                                                               ",560,5800,4000,570,5900,4100,
1,101,"HUM"," ",123.73,"REDWOOD MILL ROAD                                                                                             ",610,5900,4100,610,5900,4050,
1,101,"HUM"," ",123.82,"DAVIDSON ROAD (GOLD BEACH)                                                                                    ",610,5900,4050,410,5800,3600,
1,101,"HUM","R",126.1,"ENTRANCE TO PRAIRIE   CREEK STATE PARK                                                                        ",590,6200,3900,560,6000,3700,
1,101,"HUM","R",134.39,"BEGIN FREEWAY                                                                                                 ",,,,,,,
1,101,"HUM","R",137.14,"HUMBOLDT COUNTY-DEL NORTE COUNTY                                                                              ",500,5700,3600,500,5700,3600,
