"District","Route","County","Prefix","Postmile","Description","Back Peak Hour","Back Peak Month","Back AADT","Ahead Peak Hour","Ahead Peak Month","Ahead AADT",
4,82,"SCL","R",8.61,"SAN JOSE, ON AUTUMN STREET   AT THE ALAMEDA                                                                   ",760,7600,7200,"      ","       ","       ",
4,82,"SCL","R",8.22,"C O U P L E T . . SOUTHBOUND . . . ONE WAY TRAVEL                                                               ","      ","       ","       ","      ","       ","       ",
4,82,"SCL","R",8.22,"SAN JOSE, ON MONTGOMERY STRE  AT PARK AVENUE                                                                  ","      ","       ","       ",1050,10800,10200,
4,82,"SCL","R",8.59,"SAN JOSE, ON MONTGOMERY   STREET AT THE ALAMEDA                                                               ",1050,10800,10200,"      ","       ","       ",
4,82,"SCL"," ",8.23,"C O U P L E T . . END . . . BEGIN TWO WAY TRAVEL                                                               ","      ","       ","       ","      ","       ","       ",
4,82,"SCL"," ",8.23,"SAN JOSE, AUTUMN STREET                                                                                       ","      ","       ","       ",1600,17400,16400,
4,82,"SCL"," ",8.31,"SAN JOSE, MONTGOMERY STREET                                                                                   ",1600,17400,16400,2200,24000,22700,
4,82,"SCL"," ",8.43,"SAN JOSE, STOCKTON STREET                                                                                     ",2200,24000,22700,2400,25500,24300,
4,82,"SCL"," ",9.9,"SAN JOSE, JCT. RTE. 880                                                                                       ",2400,27500,26000,2400,23300,22000,
4,82,"SCL"," ",10.34,"SAN JOSE/SANTA CLARA CITY LIMITS                                                                              ",2400,19700,18600,2400,19700,18600,
4,82,"SCL","R",11.14,"SANTA CLARA, BROKAW ROAD   (BENTON STREET)                                                                    ",2550,23200,21900,2350,23500,22200,
4,82,"SCL"," ",11.54,"SANTA CLARA, SANTA CLARA/   ALVISO ROADS (LAFAYETTE STREET)                                                   ",2400,30000,28500,2400,29000,27500,
4,82,"SCL"," ",12.31,"SANTA CLARA, SCOTT LANE   (GOULD STREET)                                                                      ",2350,34000,32000,2700,35500,33500,
4,82,"SCL"," ",14.3,"SANTA CLARA, LAWRENCE EXPRESSWAY                                                                              ",3900,46000,43500,3800,49500,46000,
4,82,"SCL"," ",15.32,"SUNNYVALE, WOLFE ROAD                                                                                         ",3900,54000,50000,4100,52000,47000,
4,82,"SCL"," ",16.76,"SUNNYVALE, SARATOGA/SUNNYVALE ROADS                                                                           ",4100,51000,46000,4100,42500,38500,
4,82,"SCL"," ",17.04,"SUNNYVALE, MATHILDA AVENUE                                                                                    ",4100,42500,38500,4600,47500,43500,
4,82,"SCL"," ",18.84,"MOUNTAIN VIEW, JCT. RTE. 85                                                                                   ",4550,59000,54000,5000,57000,52000,
4,82,"SCL"," ",19.13,"MOUNTAIN VIEW, JCT. RTE.   237 EAST, ALVISO/MOUNTAIN VIEW ROADS (GRANT ROAD)                    ",4650,57000,52000,4600,52000,47500,
4,82,"SCL"," ",19.87,"MOUNTAIN VIEW, CASTRO STREET                                                                                  ",4600,44000,42500,4250,41000,39500,
4,82,"SCL"," ",20.67,"MOUNTAIN VIEW, EL MONTE AVENUE                                                                                ",4600,46500,44500,4600,46500,44500,
4,82,"SCL"," ",21.84,"LOS ALTOS, SAN ANTONIO AVENUE                                                                                 ",4250,44000,42500,4600,49000,47000,
4,82,"SCL"," ",22.67,"PALO ALTO, CHARLESTON ROAD                                                                                    ",5000,54000,52000,4750,51000,49500,
4,82,"SCL"," ",24.04,"PALO ALTO, PAGE MILL ROAD                                                                                     ",4650,51000,49500,3950,45500,44000,
4,82,"SCL"," ",25.45,"PALO ALTO, EMBARCADERO ROAD                                                                                   ",3700,46000,43000,3450,42000,40500,
4,82,"SCL"," ",25.88,"PALO ALTO, UNIVERSITY AVENUE                                                                                  ",3450,42000,40500,3400,43000,41500,
4,82,"SCL"," ",26.37,"SANTA CLARA COUNTY (PALO  ALTO NORTH CITY LIMITS,  ALMA AVENUE)                                         ","      ","       ","       ","      ","       ","       ",
4,82," SM"," ",0,"SAN MATEO COUNTY (MENLO  PARK SOUTH CITY LIMITS)  MENLO PARK, SANTA CRUZ AVENUE                           ",2850,36500,35500,2750,36500,35500,
4,82," SM"," ",1.89,"ATHERTON, ATHERTON AVENUE                                                                                     ",2750,36500,35000,2600,36500,35000,
4,82," SM"," ",3.44,"REDWOOD CITY, JCT. RTE.   84, WOODSIDE ROAD                                                                   ",3500,49000,47000,3500,45500,44500,
4,82," SM"," ",4.43,"REDWOOD CITY, BROADWAY                                                                                        ",3350,43000,42000,3400,34000,38000,
4,82," SM"," ",5.15,"REDWOOD CITY/SAN CARLOS   CITY LIMITS                                                                         ",3550,34500,39000,3550,35000,39000,
4,82," SM"," ",6.44,"SAN CARLOS, SAN CARLOS AVENUE                                                                                 ",3550,35500,39000,3350,33000,36000,
4,82," SM"," ",6.57,"SAN CARLOS, HOLLY STREET                                                                                      ",3350,33000,36000,3100,30000,33000,
4,82," SM"," ",7.69,"BELMONT, RALSTON AVENUE                                                                                       ",3200,30500,34000,4000,36000,40000,
4,82," SM"," ",9.33,"SAN MATEO, HILLSDALE BOULEVARD                                                                                ",4600,41500,46000,4600,41000,46000,
4,82," SM"," ",10.55,"SAN MATEO, JCT. RTE. 92                                                                                       ",5000,51000,51000,5400,56000,58000,
